class_index,class_label,class_name,positive_count,negative_count,auroc,fpr_at_tpr_0.95,threshold_at_tpr_0.95
0,meningioma,meningioma,708,5420,0.734658202514,0.905535055351,0.234028916593
1,glioma,glioma,1426,4702,0.679051556945,0.869629944704,0.234966526084
2,pituitary,pituitary,930,5198,0.563707298506,0.865909965371,0.217644204488
3,normal,normal,3064,3064,0.385567318442,0.94908616188,0.18321900592
