class_index,class_label,class_name,positive_count,negative_count,auroc,fpr_at_tpr_0.95,threshold_at_tpr_0.95
0,0,ant,10,4042,0.802078179119,0.744186046512,0.146494423382
1,1,bat,13,4039,0.98522101815,0.119584055459,0.1686633155
2,2,bat fish,4,4048,0.97628458498,0.0615118577075,0.208570412703
3,3,bee,11,4041,0.962003104542,0.120267260579,0.184874825291
4,4,beetle,3,4049,0.875936445213,0.263274882687,0.18126767439
5,5,bird,95,3957,0.778527060639,0.491281273692,0.150105840878
6,6,bittern,12,4040,0.989418316832,0.0628712871287,0.22184384969
7,7,bug,22,4030,0.734085269569,0.509181141439,0.153652825847
8,8,butterfly,53,3999,0.915016489972,0.301825456364,0.176534280407
9,9,cat,107,3945,0.970044892979,0.149809885932,0.167606648123
10,10,caterpillar,39,4013,0.905001054266,0.397707450785,0.184933802427
11,11,centipede,3,4049,0.999012101754,0.00222277105458,0.228202987846
12,12,chameleon,28,4024,0.929654217552,0.406809145129,0.181238902931
13,13,cheetah,10,4042,0.97370113805,0.20113805047,0.169678860245
14,14,cicada,45,4007,0.952211407814,0.247566758173,0.18861109105
15,15,clown fish,5,4047,0.993674326662,0.0148257968866,0.205967189032
16,16,crab,29,4023,0.95888297462,0.224956500124,0.182151897139
17,17,crocodile,7,4045,0.991947730885,0.0269468479604,0.208215433541
18,18,crocodile fish,3,4049,0.988721495019,0.0172882193134,0.244098690366
19,19,deer,22,4030,0.97008797654,0.0719602977667,0.1945450529
20,20,dog,23,4029,0.952453408441,0.202779846116,0.16278306443
21,21,dragonfly,15,4037,0.905408306498,0.297002724796,0.191680797171
22,22,duck,7,4045,0.993678262405,0.0160692212608,0.205019234125
23,23,fish,43,4009,0.796475372273,0.523821401846,0.156663530088
24,24,flounder,24,4028,0.990193644489,0.0292949354518,0.206372033305
25,25,frog,44,4008,0.900386726547,0.227045908184,0.189080857794
26,26,frog fish,7,4045,0.952569309553,0.101606922126,0.212527391909
27,27,frogmouth,7,4045,0.986685502384,0.0880098887515,0.205967006008
28,28,gecko,19,4033,0.87668837355,0.576741879494,0.150221849254
29,29,ghost pipefish,41,4011,0.934418154952,0.177262528048,0.188546663317
30,30,giraffe,9,4043,0.998955670981,0.00247341083354,0.225387066503
31,31,grasshopper,124,3928,0.930802838184,0.29200610998,0.191020340364
32,32,grouse,7,4045,0.997633763023,0.00815822002472,0.232117124614
33,33,heron,23,4029,0.988971262693,0.060064532142,0.196384424721
34,34,human,30,4022,0.666219128129,0.923421183491,0.123207653016
35,35,kangaroo,3,4049,0.996130731868,0.0116078043961,0.205137580342
36,36,katydid,129,3923,0.920680463259,0.261534539893,0.209664775823
37,37,leafy sea dragon,5,4047,0.987892265876,0.0501606127996,0.214168189169
38,38,leopard,22,4030,0.983995037221,0.0191066997519,0.233557134607
39,39,lion,5,4047,0.998616258957,0.00247096614776,0.2262388211
40,40,lizard,77,3975,0.919715755942,0.225408805031,0.187919351213
41,41,mantis,62,3990,0.915130568356,0.33634085213,0.185538347912
42,42,mockingbird,14,4038,0.985707210076,0.0408618127786,0.211125155037
43,43,monkey,2,4050,0.993209876543,0.0120987654321,0.202694864124
44,44,moth,31,4021,0.951833519186,0.160407858742,0.184567516425
45,45,octopus,21,4031,0.970951317764,0.0659885884396,0.197135657536
46,46,other,15,4037,0.466914375361,0.972008917513,0.117887011274
47,47,owl,71,3981,0.963870639057,0.175081637779,0.184065704606
48,48,owlfly,6,4046,0.887749217334,0.237765694513,0.189610646969
49,49,pagurian,6,4046,0.569986818257,0.63173504696,0.143605167607
50,50,pipefish,141,3911,0.964976035949,0.199437484019,0.211880050593
51,51,rabbit,17,4035,0.966542750929,0.155885997522,0.18525691424
52,52,reccoon,2,4050,0.994567901235,0.0108641975309,0.197980812386
53,53,sciuridae,16,4036,0.932343285431,0.383795837463,0.184246164117
54,54,scorpion fish,47,4005,0.949743671474,0.2177278402,0.185221248139
55,55,sea horse,55,3997,0.985625582823,0.0632974731048,0.222503760207
56,56,sheep,1,4051,0.872377190817,0.127622809183,0.165521608035
57,57,shrimp,12,4040,0.855198019802,0.69603960396,0.134675856118
58,58,slug,2,4050,0.787530864198,0.424938271605,0.158779331949
59,59,snake,28,4024,0.91859556944,0.210735586481,0.180319203528
60,60,spider,120,3932,0.897287216005,0.471515768057,0.157569780768
61,61,star fish,9,4043,0.983043394619,0.0766757358397,0.2141613767
62,62,stick insect,37,4015,0.927313116354,0.505853051059,0.172422430698
63,63,stingaree,9,4043,0.974276527331,0.0724709374227,0.191206848027
64,64,tiger,16,4036,0.972915634291,0.262140733399,0.165299621719
65,65,toad,80,3972,0.941204053374,0.279959718026,0.165112419986
66,66,turtle,4,4048,0.954607213439,0.128458498024,0.19373745939
67,67,wolf,6,4046,0.918479156368,0.277558082056,0.146217143113
68,68,worm,11,4041,0.810442959663,0.46275674338,0.168464754562
69,69,no camouflaged animal,2026,2026,0.561966035809,0.979763079961,0.15963430535
