class_index,class_label,class_name,positive_count,negative_count,auroc,fpr_at_tpr_0.95,threshold_at_tpr_0.95
0,benign,benign,109,217,0.489958990403,0.94930875576,-0.0881038270177
1,malignant,malignant,54,272,0.492578976035,0.963235294118,-0.0986713146854
2,normal,normal,163,163,0.652677932929,0.79754601227,-0.0721433676214
